Product;Type;Month;Branch;Sales;Quantity;Visitors
Flate white;;01/02/25;Arrisa -Fran;615.65202;59;6118
ADD Mojito Mix;;01/02/25;Arrisa -Fran;0;20;6118
paper cup - 7OZ-2pcs;;01/02/25;Arrisa -Fran;1.73914;2;6118
Iced White Mocha;;01/02/25;Arrisa -Fran;517.39135;35;6118
Strawberry Mini Pancake;;01/02/25;Arrisa -Fran;0;0;6118
paper cup - 16oz;;01/02/25;Arrisa -Fran;1.73914;2;6118
Mocha M;;01/02/25;Arrisa -Fran;85.21737;7;6118
Black Huawei;;01/02/25;Arrisa -Fran;33.91305;3;6118
Hot Chocolate - M;;01/02/25;Arrisa -Fran;2439.13076;187;6118
Today Coffee cold M;;01/02/25;Arrisa -Fran;2081.74032;342;6118
cappuccino M;;01/02/25;Arrisa -Fran;2462.60808;236;6118
cappuccino L;;01/02/25;Arrisa -Fran;508.69572;39;6118
san sebastian Cheese Cake;;01/02/25;Arrisa -Fran;1987.82559;127;6118
Crunchy;;01/02/25;Arrisa -Fran;1513.0431;174;6118
Steam Tea - L;;01/02/25;Arrisa -Fran;47.82613;11;6118
Today Coffee L;;01/02/25;Arrisa -Fran;507.82596;73;6118
Extra shot Espreso;;01/02/25;Arrisa -Fran;311.30427;179;6118
Espresso - Single;;01/02/25;Arrisa -Fran;980.86932;141;6118
coffee Latte L;;01/02/25;Arrisa -Fran;117.39132;9;6118
Caramel Latte;;01/02/25;Arrisa -Fran;156.52176;12;6118
White Mocha M;;01/02/25;Arrisa -Fran;65.2174;5;6118
Saudi Coffee M;;01/02/25;Arrisa -Fran;0;0;6118
كريمة;;01/02/25;Arrisa -Fran;5.21739;3;6118
Thermos cup - 50%OFF - .;;01/02/25;Arrisa -Fran;0;0;6118
Iced V60 coffee;;01/02/25;Arrisa -Fran;5940.86808;427;6118
Iced Spanish Latte;;01/02/25;Arrisa -Fran;3045.21766;206;6118
French coffee M;;01/02/25;Arrisa -Fran;641.73938;82;6118
Cold Brew 200gm;;01/02/25;Arrisa -Fran;1252.1736;72;6118
iced Matcha;;01/02/25;Arrisa -Fran;768.69572;52;6118
karak Tea With Milk;;01/02/25;Arrisa -Fran;255.65232;42;6118
1k Box - S;;01/02/25;Arrisa -Fran;556.52176;16;6118
Tea-steam M;;01/02/25;Arrisa -Fran;211.3047;81;6118
Iced Pistachio Latte;;01/02/25;Arrisa -Fran;147.8261;10;6118
juice cup - .;;01/02/25;Arrisa -Fran;25.21753;29;6118
Chemex;;01/02/25;Arrisa -Fran;0;0;6118
Americano - L;;01/02/25;Arrisa -Fran;26.08695;3;6118
Turkish Coffee - singl;;01/02/25;Arrisa -Fran;226.95661;29;6118
Spanish Latte - M;;01/02/25;Arrisa -Fran;1351.30401;111;6118
Mojito strawberry;;01/02/25;Arrisa -Fran;395.65225;35;6118
Espresso - Double;;01/02/25;Arrisa -Fran;1053.91278;101;6118
Milk add;;01/02/25;Arrisa -Fran;17.3913;10;6118
Mini Pancake ice cream;;01/02/25;Arrisa -Fran;153.04344;11;6118
sahlab with nuts;;01/02/25;Arrisa -Fran;177.39126;17;6118
Iced French Vanilla;;01/02/25;Arrisa -Fran;44.34783;3;6118
Amricamo -XL;;01/02/25;Arrisa -Fran;0;0;6118
KALITA;;01/02/25;Arrisa -Fran;0;0;6118
ICED Chemex;;01/02/25;Arrisa -Fran;0;0;6118
chocolate Cookies;;01/02/25;Arrisa -Fran;431.30424;62;6118
Turkish Coffee - Double;;01/02/25;Arrisa -Fran;162.60874;17;6118
Iced KarKade;;01/02/25;Arrisa -Fran;1721.7387;165;6118
Iced Tea Peach;;01/02/25;Arrisa -Fran;166.95648;16;6118
V60 coffee;;01/02/25;Arrisa -Fran;1290.43446;106;6118
Black Coffee - L;;01/02/25;Arrisa -Fran;2718.26019;521;6118
Granola;;01/02/25;Arrisa -Fran;375.65208;36;6118
1k Box L;;01/02/25;Arrisa -Fran;304.34782;7;6118
cortado;;01/02/25;Arrisa -Fran;532.17378;51;6118
Spanish Latte - L;;01/02/25;Arrisa -Fran;125.21736;8;6118
green tea- cub;;01/02/25;Arrisa -Fran;34.78264;8;6118
Mini Waffle;;01/02/25;Arrisa -Fran;613.04356;47;6118
Lemon-Mint;;01/02/25;Arrisa -Fran;91.30436;7;6118
Tea cup;;01/02/25;Arrisa -Fran;30.43481;7;6118
Vanilla Add;;01/02/25;Arrisa -Fran;5.21739;3;6118
1k ceramic mug with lid and spoon (Green);;01/02/25;Arrisa -Fran;0;0;6118
Tiramisu Latte;;01/02/25;Arrisa -Fran;65.2174;5;6118
Matcha Latte;;01/02/25;Arrisa -Fran;0;0;6118
Add sauces mix;;01/02/25;Arrisa -Fran;257.39124;74;6118
Iced Mocha;;01/02/25;Arrisa -Fran;572.17377;47;6118
Croissant Plain;;01/02/25;Arrisa -Fran;164.34789;21;6118
Orange juice;;01/02/25;Arrisa -Fran;104.34784;8;6118
Blue Mojito;;01/02/25;Arrisa -Fran;463.47835;41;6118
hazelnuts Add d - .;;01/02/25;Arrisa -Fran;113.04345;65;6118
American1k- 250gm - .;;01/02/25;Arrisa -Fran;1377.39096;72;6118
Americano M;;01/02/25;Arrisa -Fran;194.78256;28;6118
Donut Double Chocolate;;01/02/25;Arrisa -Fran;319.99992;46;6118
Frappuccino - caramel;;01/02/25;Arrisa -Fran;182.60865;15;6118
Box filter special coffee / Ethiobian;;01/02/25;Arrisa -Fran;313.0434;20;6118
Macchiato;;01/02/25;Arrisa -Fran;125.21736;12;6118
saudi coffee L;;01/02/25;Arrisa -Fran;0;0;6118
ChocoChees bites;;01/02/25;HAFERAL-BATEN Fran;921.7389;106;1608
Iced1kCoffee-Original;;01/02/25;HAFERAL-BATEN Fran;473.04336;68;1608
Cookies vanilla;;01/02/25;HAFERAL-BATEN Fran;132.17388;19;1608
Coffee Latte M;;01/02/25;HAFERAL-BATEN Fran;513.91309;58;1608
caramel Add d - .;;01/02/25;HAFERAL-BATEN Fran;10.43478;6;1608
ADD CHOCOLATE d - .;;01/02/25;HAFERAL-BATEN Fran;125.21736;72;1608
paper cup - 8oz;;01/02/25;HAFERAL-BATEN Fran;10.43484;12;1608
Iced Americano;;01/02/25;HAFERAL-BATEN Fran;139.1304;16;1608
pudding;;01/02/25;HAFERAL-BATEN Fran;73.04346;6;1608
classic Mojito;;01/02/25;HAFERAL-BATEN Fran;45.2174;4;1608
muffin chocolate;;01/02/25;HAFERAL-BATEN Fran;7.82609;1;1608
Today Coffee M;;01/02/25;HAFERAL-BATEN Fran;146.08704;24;1608
vanilla ICE CREAM add d;;01/02/25;HAFERAL-BATEN Fran;1.73913;1;1608
Add Pistachio d - .;;01/02/25;HAFERAL-BATEN Fran;8.69565;5;1608
Mini Pancake Cheese&Honey;;01/02/25;HAFERAL-BATEN Fran;24.34782;2;1608
Oreo Frappe;;01/02/25;HAFERAL-BATEN Fran;31.30434;3;1608
Choco Kunafa bites;;01/02/25;HAFERAL-BATEN Fran;8.69565;1;1608
Chocolate Mini Pancake;;01/02/25;HAFERAL-BATEN Fran;3079.99923;253;1608
BlackCoffee-M;;01/02/25;HAFERAL-BATEN Fran;1084.34905;299;1608
Saudi coffee Bag 500gm;;01/02/25;HAFERAL-BATEN Fran;0;0;1608
Today Coffee cold L;;01/02/25;HAFERAL-BATEN Fran;229.56516;33;1608
Add Lotus;;01/02/25;HAFERAL-BATEN Fran;8.69565;5;1608
Blue Huawei;;01/02/25;HAFERAL-BATEN Fran;67.8261;6;1608
Red Huawei;;01/02/25;HAFERAL-BATEN Fran;33.91305;3;1608
iced Cascara;;01/02/25;HAFERAL-BATEN Fran;24.34782;2;1608
Cookies crispy;;01/02/25;HAFERAL-BATEN Fran;46.95651;3;1608
Iced Coffee latte;;01/02/25;HAFERAL-BATEN Fran;52.17392;4;1608
Iced White Mocha - L;;01/02/25;HAFERAL-BATEN Fran;34.7826;2;1608
Mineral water 600ml;;01/02/25;HAFERAL-BATEN Fran;234.78338;218;1608
Black coffee XL;;01/02/25;HAFERAL-BATEN Fran;200.86968;33;1608
paper cup - 16oz;;01/02/25;HAFERAL-BATEN Fran;2.60871;3;1608
Croissant-Cheese;;01/02/25;HAFERAL-BATEN Fran;266.08706;34;1608
Flate white;;01/02/25;HAFERAL-BATEN Fran;211.30439;25;1608
Black Huawei;;01/02/25;HAFERAL-BATEN Fran;22.6087;2;1608
paper cup - 7OZ-2pcs;;01/02/25;HAFERAL-BATEN Fran;2.60871;3;1608
Iced White Mocha;;01/02/25;HAFERAL-BATEN Fran;59.13044;4;1608
ADD Mojito Mix;;01/02/25;HAFERAL-BATEN Fran;0;4;1608
Affogato;;01/02/25;HAFERAL-BATEN Fran;12.17391;1;1608
French Vanilla;;01/02/25;HAFERAL-BATEN Fran;12.17391;1;1608
Special party;;01/02/25;HAFERAL-BATEN Fran;90;2;1608
Mocha M;;01/02/25;HAFERAL-BATEN Fran;21.91305;3;1608
1k Play Card;;01/02/25;HAFERAL-BATEN Fran;17.3913;1;1608
Espresso - Single;;01/02/25;HAFERAL-BATEN Fran;1523.47788;389;1608
cappuccino M;;01/02/25;HAFERAL-BATEN Fran;787.82622;92;1608
Saudi Coffee M;;01/02/25;HAFERAL-BATEN Fran;104.34792;24;1608
Hot Chocolate - M;;01/02/25;HAFERAL-BATEN Fran;1654.95706;194;1608
Crunchy;;01/02/25;HAFERAL-BATEN Fran;1208.69535;139;1608
san sebastian Cheese Cake;;01/02/25;HAFERAL-BATEN Fran;1205.21709;77;1608
cappuccino L;;01/02/25;HAFERAL-BATEN Fran;13.04348;1;1608
Today Coffee L;;01/02/25;HAFERAL-BATEN Fran;104.3478;15;1608
Today Coffee cold M;;01/02/25;HAFERAL-BATEN Fran;42.60872;7;1608
Extra shot Espreso;;01/02/25;HAFERAL-BATEN Fran;6.95652;4;1608
White Mocha M;;01/02/25;HAFERAL-BATEN Fran;78.26088;6;1608
Steam Tea - L;;01/02/25;HAFERAL-BATEN Fran;4.34783;1;1608
coffee Latte L;;01/02/25;HAFERAL-BATEN Fran;13.04348;1;1608
Moroccan Tea - cup;;01/02/25;HAFERAL-BATEN Fran;8.69566;2;1608
Caramel Latte;;01/02/25;HAFERAL-BATEN Fran;78.26088;6;1608
كريمة;;01/02/25;HAFERAL-BATEN Fran;1.73913;1;1608
Iced Spanish Latte;;01/02/25;HAFERAL-BATEN Fran;798.26094;54;1608
Iced V60 coffee;;01/02/25;HAFERAL-BATEN Fran;1293.91272;93;1608
iced Matcha;;01/02/25;HAFERAL-BATEN Fran;340.00003;23;1608
Tea-steam M;;01/02/25;HAFERAL-BATEN Fran;143.4785;55;1608
karak Tea With Milk;;01/02/25;HAFERAL-BATEN Fran;413.91328;68;1608
Cold Brew 200gm;;01/02/25;HAFERAL-BATEN Fran;260.8695;15;1608
French coffee M;;01/02/25;HAFERAL-BATEN Fran;195.65225;25;1608
1k Box - S;;01/02/25;HAFERAL-BATEN Fran;0;0;1608
sahlab with nuts;;01/02/25;HAFERAL-BATEN Fran;427.82598;41;1608
Turkish Coffee - singl;;01/02/25;HAFERAL-BATEN Fran;250.43488;32;1608
Espresso - Double;;01/02/25;HAFERAL-BATEN Fran;219.13038;21;1608
Spanish Latte - M;;01/02/25;HAFERAL-BATEN Fran;674.92161;63;1608
ICED Chemex;;01/02/25;HAFERAL-BATEN Fran;0;0;1608
Mojito strawberry;;01/02/25;HAFERAL-BATEN Fran;67.8261;6;1608
Americano - L;;01/02/25;HAFERAL-BATEN Fran;69.5652;8;1608
Iced French Vanilla;;01/02/25;HAFERAL-BATEN Fran;14.78261;1;1608
V60 coffee;;01/02/25;HAFERAL-BATEN Fran;633.04332;52;1608
Black Coffee - L;;01/02/25;HAFERAL-BATEN Fran;297.39123;57;1608
chocolate Cookies;;01/02/25;HAFERAL-BATEN Fran;222.60864;32;1608
Matcha Latte;;01/02/25;HAFERAL-BATEN Fran;69.5652;5;1608
cortado;;01/02/25;HAFERAL-BATEN Fran;93.91302;9;1608
Iced KarKade;;01/02/25;HAFERAL-BATEN Fran;187.82604;18;1608
Turkish Coffee - Double;;01/02/25;HAFERAL-BATEN Fran;47.8261;5;1608
green tea- cub;;01/02/25;HAFERAL-BATEN Fran;4.34783;1;1608
Tea cup;;01/02/25;HAFERAL-BATEN Fran;5.2174;2;1608
Spanish Latte - L;;01/02/25;HAFERAL-BATEN Fran;109.56519;7;1608
Lemon-Mint;;01/02/25;HAFERAL-BATEN Fran;13.04348;1;1608
Tiramisu Latte;;01/02/25;HAFERAL-BATEN Fran;13.04348;1;1608
Vanilla Add;;01/02/25;HAFERAL-BATEN Fran;1.73913;1;1608
Iced Tea Peach;;01/02/25;HAFERAL-BATEN Fran;31.30434;3;1608
Donut Double Chocolate;;01/02/25;HAFERAL-BATEN Fran;173.913;25;1608
Iced Mocha;;01/02/25;HAFERAL-BATEN Fran;121.7391;10;1608
Frappuccino - caramel;;01/02/25;HAFERAL-BATEN Fran;12.17391;1;1608
American1k- 250gm - .;;01/02/25;HAFERAL-BATEN Fran;38.26086;2;1608
Add sauces mix;;01/02/25;HAFERAL-BATEN Fran;24.34782;7;1608
Croissant Plain;;01/02/25;HAFERAL-BATEN Fran;46.95654;6;1608
Americano M;;01/02/25;HAFERAL-BATEN Fran;126.33036;25;1608
Macchiato;;01/02/25;HAFERAL-BATEN Fran;31.30436;4;1608
hazelnuts Add d - .;;01/02/25;HAFERAL-BATEN Fran;6.95652;4;1608
Orange juice;;01/02/25;HAFERAL-BATEN Fran;156.52176;12;1608
Blue Mojito;;01/02/25;HAFERAL-BATEN Fran;45.2174;4;1608
saudi coffee L;;01/02/25;HAFERAL-BATEN Fran;23.47827;3;1608
Mini Pancake Cheese&Honey;;01/02/25;Turbaa Fran;986.08671;81;2281
ADD CHOCOLATE d - .;;01/02/25;Turbaa Fran;113.04345;65;2281
vanilla ICE CREAM add d;;01/02/25;Turbaa Fran;41.73912;24;2281
Iced1kCoffee-Original;;01/02/25;Turbaa Fran;1558.26048;224;2281
iced caramel Mikatuo;;01/02/25;Turbaa Fran;88.69566;6;2281
Coffee Latte M;;01/02/25;Turbaa Fran;907.82586;87;2281
pudding;;01/02/25;Turbaa Fran;158.26083;13;2281
Today Coffee M;;01/02/25;Turbaa Fran;273.9132;45;2281
caramel Add d - .;;01/02/25;Turbaa Fran;24.34782;14;2281
ChocoChees bites;;01/02/25;Turbaa Fran;878.26065;101;2281
iced KarKade - L;;01/02/25;Turbaa Fran;69.5652;5;2281
Cookies vanilla;;01/02/25;Turbaa Fran;375.65208;54;2281
Iced Americano;;01/02/25;Turbaa Fran;199.99995;23;2281
paper cup - 8oz;;01/02/25;Turbaa Fran;8.6957;10;2281
muffin chocolate;;01/02/25;Turbaa Fran;46.95654;6;2281
classic Mojito;;01/02/25;Turbaa Fran;90.4348;8;2281
Choco Kunafa bites;;01/02/25;Turbaa Fran;8.69565;1;2281
Oreo Frappe;;01/02/25;Turbaa Fran;52.1739;5;2281
Today Coffee cold L;;01/02/25;Turbaa Fran;3951.30336;568;2281
BlackCoffee-M;;01/02/25;Turbaa Fran;329.56563;99;2281
Chocolate Mini Pancake;;01/02/25;Turbaa Fran;4419.12933;363;2281
Cookies crispy;;01/02/25;Turbaa Fran;2519.99937;161;2281
Add Lotus;;01/02/25;Turbaa Fran;13.91304;8;2281
Iced Coffee latte;;01/02/25;Turbaa Fran;221.73916;17;2281
Red Huawei;;01/02/25;Turbaa Fran;101.73915;9;2281
iced Cascara;;01/02/25;Turbaa Fran;85.21737;7;2281
Blue Huawei;;01/02/25;Turbaa Fran;0;0;2281
Macchiato Double;;01/02/25;Turbaa Fran;24.34782;2;2281
Black coffee XL;;01/02/25;Turbaa Fran;219.13056;36;2281
Mineral water 600ml;;01/02/25;Turbaa Fran;239.99994;138;2281
Iced White Mocha;;01/02/25;Turbaa Fran;428.69569;29;2281
Flate white;;01/02/25;Turbaa Fran;333.91296;32;2281
1k Espresso 250G;;01/02/25;Turbaa Fran;0;0;2281
Mocha M;;01/02/25;Turbaa Fran;121.7391;10;2281
Croissant-Cheese;;01/02/25;Turbaa Fran;78.2609;10;2281
paper cup - 16oz;;01/02/25;Turbaa Fran;4.34785;5;2281
Black Huawei;;01/02/25;Turbaa Fran;11.30435;1;2281
Ice tea peach - L;;01/02/25;Turbaa Fran;36.52173;3;2281
Affogato;;01/02/25;Turbaa Fran;133.91301;11;2281
ADD Mojito Mix;;01/02/25;Turbaa Fran;0;7;2281
paper cup - 7OZ-2pcs;;01/02/25;Turbaa Fran;0.86957;1;2281
French Vanilla;;01/02/25;Turbaa Fran;36.52173;3;2281
1k Play Card;;01/02/25;Turbaa Fran;52.1739;3;2281
Lotus Sauce box;;01/02/25;Turbaa Fran;0;0;2281
san sebastian Cheese Cake;;01/02/25;Turbaa Fran;1330.43445;85;2281
Crunchy;;01/02/25;Turbaa Fran;1634.7822;188;2281
Today Coffee cold M;;01/02/25;Turbaa Fran;359.13064;59;2281
cappuccino M;;01/02/25;Turbaa Fran;2222.60814;213;2281
coffee Latte L;;01/02/25;Turbaa Fran;65.2174;5;2281
Hot Chocolate - M;;01/02/25;Turbaa Fran;2373.91336;182;2281
Espresso - Single;;01/02/25;Turbaa Fran;1203.47796;173;2281
Today Coffee L;;01/02/25;Turbaa Fran;431.30424;62;2281
Extra shot Espreso;;01/02/25;Turbaa Fran;46.95651;27;2281
Saudi Coffee M;;01/02/25;Turbaa Fran;56.52179;13;2281
White Mocha M;;01/02/25;Turbaa Fran;52.17392;4;2281
Steam Tea - L;;01/02/25;Turbaa Fran;8.69566;2;2281
cappuccino L;;01/02/25;Turbaa Fran;104.34784;8;2281
Moroccan Tea - cup;;01/02/25;Turbaa Fran;39.13047;9;2281
كريمة;;01/02/25;Turbaa Fran;6.95652;4;2281
Iced Pistachio Latte;;01/02/25;Turbaa Fran;354.78264;24;2281
Iced Spanish Latte;;01/02/25;Turbaa Fran;2173.04367;147;2281
1k Box - S;;01/02/25;Turbaa Fran;139.13044;4;2281
karak Tea With Milk;;01/02/25;Turbaa Fran;316.52192;52;2281
Iced V60 coffee;;01/02/25;Turbaa Fran;1989.56472;143;2281
iced Matcha;;01/02/25;Turbaa Fran;665.21745;45;2281
Cold Brew 200gm;;01/02/25;Turbaa Fran;834.7824;48;2281
Tea-steam M;;01/02/25;Turbaa Fran;15.6522;6;2281
juice cup - .;;01/02/25;Turbaa Fran;2.60871;3;2281
Chocolate sauce box;;01/02/25;Turbaa Fran;26.08695;5;2281
French coffee M;;01/02/25;Turbaa Fran;164.34789;21;2281
Espresso - Double;;01/02/25;Turbaa Fran;667.82592;64;2281
Spanish Latte - M;;01/02/25;Turbaa Fran;1034.78235;85;2281
Belgain choco Waffle;;01/02/25;Turbaa Fran;17.3913;2;2281
Mojito strawberry;;01/02/25;Turbaa Fran;248.6957;22;2281
sahlab with nuts;;01/02/25;Turbaa Fran;62.60868;6;2281
Turkish Coffee - singl;;01/02/25;Turbaa Fran;78.2609;10;2281
Milk add;;01/02/25;Turbaa Fran;6.95652;4;2281
Americano - L;;01/02/25;Turbaa Fran;78.26085;9;2281
Mini Pancake ice cream;;01/02/25;Turbaa Fran;83.47824;6;2281
Iced French Vanilla;;01/02/25;Turbaa Fran;88.69566;6;2281
Black coffee;;01/02/25;Turbaa Fran;0;0;2281
Iced KarKade;;01/02/25;Turbaa Fran;594.78246;57;2281
chocolate Cookies;;01/02/25;Turbaa Fran;563.47812;81;2281
cortado;;01/02/25;Turbaa Fran;292.17384;28;2281
green tea- cub;;01/02/25;Turbaa Fran;13.04349;3;2281
Tea cup;;01/02/25;Turbaa Fran;60.86962;14;2281
Lemon-Mint;;01/02/25;Turbaa Fran;13.04348;1;2281
Black Coffee - L;;01/02/25;Turbaa Fran;239.99994;46;2281
V60 coffee;;01/02/25;Turbaa Fran;304.34775;25;2281
Mini Waffle;;01/02/25;Turbaa Fran;769.56532;59;2281
Iced Tea Peach;;01/02/25;Turbaa Fran;166.95648;16;2281
Turkish Coffee - Double;;01/02/25;Turbaa Fran;86.08698;9;2281
Spanish Latte - L;;01/02/25;Turbaa Fran;46.95651;3;2281
Granola;;01/02/25;Turbaa Fran;20.86956;2;2281
Vanilla Add;;01/02/25;Turbaa Fran;5.21739;3;2281
1k Box L;;01/02/25;Turbaa Fran;43.47826;1;2281
Nuts Donut;;01/02/25;Turbaa Fran;0;0;2281
Frappuccino - caramel;;01/02/25;Turbaa Fran;194.78256;16;2281
Iced Mocha;;01/02/25;Turbaa Fran;328.69557;27;2281
Donut Double Chocolate;;01/02/25;Turbaa Fran;180.86952;26;2281
Add sauces mix;;01/02/25;Turbaa Fran;83.47824;24;2281
American1k- 250gm - .;;01/02/25;Turbaa Fran;57.39129;3;2281
hazelnuts Add d - .;;01/02/25;Turbaa Fran;53.91303;31;2281
Blue Mojito;;01/02/25;Turbaa Fran;293.9131;26;2281
Americano M;;01/02/25;Turbaa Fran;62.60868;9;2281
Croissant Plain;;01/02/25;Turbaa Fran;15.65218;2;2281
saudi coffee L;;01/02/25;Turbaa Fran;0;0;2281
ADD CHOCOLATE d - .;;01/02/25;SHARORA Fran;212.17386;122;5675
Iced1kCoffee-Original;;01/02/25;SHARORA Fran;9857.38884;1417;5675
classic Mojito;;01/02/25;SHARORA Fran;158.2609;14;5675
Coffee Latte M;;01/02/25;SHARORA Fran;1064.34756;102;5675
Add Pistachio d - .;;01/02/25;SHARORA Fran;52.1739;30;5675
Iced Americano;;01/02/25;SHARORA Fran;999.99975;115;5675
Today Coffee M;;01/02/25;SHARORA Fran;30.4348;5;5675
ChocoChees bites;;01/02/25;SHARORA Fran;1765.21695;203;5675
Cookies vanilla;;01/02/25;SHARORA Fran;660.8694;95;5675
paper cup - 8oz;;01/02/25;SHARORA Fran;36.52194;42;5675
Choco Kunafa bites;;01/02/25;SHARORA Fran;243.4782;28;5675
iced caramel Mikatuo;;01/02/25;SHARORA Fran;118.26088;8;5675
Mini Pancake Cheese&Honey;;01/02/25;SHARORA Fran;97.39128;8;5675
caramel Add d - .;;01/02/25;SHARORA Fran;33.04347;19;5675
iced KarKade - L;;01/02/25;SHARORA Fran;41.73912;3;5675
PanCakes;;01/02/25;SHARORA Fran;14.78261;1;5675
Fuchsine Crepe;;01/02/25;SHARORA Fran;1080;54;5675
vanilla ICE CREAM add d;;01/02/25;SHARORA Fran;45.21738;26;5675
muffin chocolate;;01/02/25;SHARORA Fran;203.47834;26;5675
Oreo Frappe;;01/02/25;SHARORA Fran;135.65214;13;5675
pudding;;01/02/25;SHARORA Fran;121.7391;10;5675
choco Dream;;01/02/25;SHARORA Fran;67.82608;2;5675
Cinnabon bars;;01/02/25;SHARORA Fran;0;0;5675
BlackCoffee-M;;01/02/25;SHARORA Fran;4823.48355;1299;5675
Red Huawei;;01/02/25;SHARORA Fran;203.4783;18;5675
xl saudi coffee;;01/02/25;SHARORA Fran;124.34785;11;5675
Chocolate Mini Pancake;;01/02/25;SHARORA Fran;4674.78144;384;5675
Cookies crispy;;01/02/25;SHARORA Fran;1940.86908;124;5675
Today Coffee cold L;;01/02/25;SHARORA Fran;779.13024;112;5675
Iced Coffee latte;;01/02/25;SHARORA Fran;352.17396;27;5675
Box filter special coffee / clomibia;;01/02/25;SHARORA Fran;203.47821;13;5675
Add Lotus;;01/02/25;SHARORA Fran;29.56521;17;5675
iced Spanish latte - L;;01/02/25;SHARORA Fran;86.9565;5;5675
saiphon ceylon tea;;01/02/25;SHARORA Fran;0;0;5675
Macchiato Double;;01/02/25;SHARORA Fran;219.13038;18;5675
Saudi coffee Bag 500gm;;01/02/25;SHARORA Fran;62.6087;2;5675
Blue Huawei;;01/02/25;SHARORA Fran;79.13045;7;5675
Iced White Mocha - L;;01/02/25;SHARORA Fran;121.7391;7;5675
Tea latte;;01/02/25;SHARORA Fran;12.17392;2;5675
iced Cascara;;01/02/25;SHARORA Fran;24.34782;2;5675
paper cup - 7OZ-2pcs;;01/02/25;SHARORA Fran;13.91312;16;5675
Black coffee XL;;01/02/25;SHARORA Fran;1886.9576;310;5675
Mineral water 600ml;;01/02/25;SHARORA Fran;714.78243;411;5675
ADD Mojito Mix;;01/02/25;SHARORA Fran;0;13;5675
Flate white;;01/02/25;SHARORA Fran;1199.9997;115;5675
Mocha M;;01/02/25;SHARORA Fran;267.82602;22;5675
Iced White Mocha;;01/02/25;SHARORA Fran;694.78267;47;5675
paper cup - 16oz;;01/02/25;SHARORA Fran;10.43484;12;5675
Ice tea peach - L;;01/02/25;SHARORA Fran;219.13038;18;5675
Affogato;;01/02/25;SHARORA Fran;182.60865;15;5675
Black Huawei;;01/02/25;SHARORA Fran;33.91305;3;5675
Croissant-Cheese;;01/02/25;SHARORA Fran;453.91322;58;5675
French Vanilla;;01/02/25;SHARORA Fran;146.08692;12;5675
Waffle chocolate;;01/02/25;SHARORA Fran;60;3;5675
1k Play Card;;01/02/25;SHARORA Fran;69.5652;4;5675
san sebastian Cheese Cake;;01/02/25;SHARORA Fran;1940.86908;124;5675
Espresso - Single;;01/02/25;SHARORA Fran;946.08672;136;5675
Saudi Coffee M;;01/02/25;SHARORA Fran;408.69602;94;5675
Crunchy;;01/02/25;SHARORA Fran;1513.0431;174;5675
Today Coffee L;;01/02/25;SHARORA Fran;34.7826;5;5675
Extra shot Espreso;;01/02/25;SHARORA Fran;283.47819;163;5675
cappuccino M;;01/02/25;SHARORA Fran;2149.56468;206;5675
Steam Tea - L;;01/02/25;SHARORA Fran;208.69584;48;5675
Today Coffee cold M;;01/02/25;SHARORA Fran;6.08696;1;5675
Hot Chocolate - M;;01/02/25;SHARORA Fran;1995.65244;153;5675
coffee Latte L;;01/02/25;SHARORA Fran;260.8696;20;5675
Moroccan Tea - cup;;01/02/25;SHARORA Fran;13.04349;3;5675
كريمة;;01/02/25;SHARORA Fran;13.91304;8;5675
cappuccino L;;01/02/25;SHARORA Fran;300.00004;23;5675
White Mocha M;;01/02/25;SHARORA Fran;65.2174;5;5675
Thermos cup - 50%OFF - .;;01/02/25;SHARORA Fran;127.8261;3;5675
Honey cake;;01/02/25;SHARORA Fran;49.56522;3;5675
Caramel Latte;;01/02/25;SHARORA Fran;78.26088;6;5675
Waffle Stick;;01/02/25;SHARORA Fran;14.78261;1;5675
Iced V60 coffee;;01/02/25;SHARORA Fran;7359.99816;529;5675
Tea-steam M;;01/02/25;SHARORA Fran;654.7837;251;5675
French coffee M;;01/02/25;SHARORA Fran;328.69578;42;5675
Iced Spanish Latte;;01/02/25;SHARORA Fran;2660.8698;180;5675
Cold Brew 200gm;;01/02/25;SHARORA Fran;1008.6954;58;5675
Iced Pistachio Latte;;01/02/25;SHARORA Fran;473.04352;32;5675
1k Box - S;;01/02/25;SHARORA Fran;2330.43487;67;5675
karak Tea With Milk;;01/02/25;SHARORA Fran;870.43528;143;5675
iced Matcha;;01/02/25;SHARORA Fran;1906.95669;129;5675
juice cup - .;;01/02/25;SHARORA Fran;36.52194;42;5675
Chemex;;01/02/25;SHARORA Fran;0;0;5675
Chocolate sauce box;;01/02/25;SHARORA Fran;5.21739;1;5675
chocolate cerpe;;01/02/25;SHARORA Fran;1043.478;60;5675
sahlab with nuts;;01/02/25;SHARORA Fran;365.2173;35;5675
Spanish Latte - M;;01/02/25;SHARORA Fran;1594.78221;131;5675
Espresso - Double;;01/02/25;SHARORA Fran;719.99982;69;5675
Turkish Coffee - singl;;01/02/25;SHARORA Fran;258.26097;33;5675
Americano - L;;01/02/25;SHARORA Fran;104.3478;12;5675
Mini Pancake ice cream;;01/02/25;SHARORA Fran;55.65216;4;5675
Milk add;;01/02/25;SHARORA Fran;36.52173;21;5675
Amricamo -XL;;01/02/25;SHARORA Fran;41.73912;4;5675
Crepe Lotus;;01/02/25;SHARORA Fran;0;0;5675
